Position,Artist,Genre,Lead Streams,Featured streams,Tracks,1b,100m,10m,1m,Update,% Songs Streamed 1Million Times,% Songs Streamed 10Million Times,% Songs Streamed 100Million Times,% Songs Streamed 1Billion Times
795,Yung Gravy,,"1,560,336,653","9,378,234",72,0,3,29,69,21.11.21,96%,40%,4%,0%
796,Greeicy,,"1,557,381,949","45,669,026",60,0,5,29,50,31.03.22,83%,48%,8%,0%
797,Nipsey Hussle,,"1,556,614,747","248,342,343",278,0,3,34,137,12.02.22,49%,12%,1%,0%
798,*NSYNC,,"1,553,648,840","22,300,666",91,0,5,16,70,10.04.22,77%,18%,5%,0%
799,Gente De Zona,,"1,552,539,697","1,252,561,307",111,0,3,20,76,23.09.21,68%,18%,3%,0%
800,IU,,"1,551,689,084","77,710,513",165,0,2,31,91,10.04.22,55%,19%,1%,0%
801,KSI,,"1,547,136,241","26,278,426",113,0,2,38,87,02.04.22,77%,34%,2%,0%
802,Lily Allen,,"1,546,252,621","332,067,134",115,0,4,23,78,17.03.22,68%,20%,3%,0%
803,Otis Redding,,"1,546,113,623","130,676,074",281,0,3,19,87,15.02.22,31%,7%,1%,0%
804,Dido,,"1,544,444,396","5,272,415",196,0,3,14,81,21.03.22,41%,7%,2%,0%
805,Die drei !!!,,"1,543,605,722","23,498,439",2.798,0,0,0,58,09.10.21,2073%,0%,0%,0%
806,Guaynaa,,"1,541,206,062","88,976,740",60,0,5,16,39,06.11.21,65%,27%,8%,0%
807,LUDMILLA,,"1,537,759,585","430,517,451",158,0,1,37,132,09.04.22,84%,23%,1%,0%
808,The National,,"1,532,521,751","81,968,174",210,0,1,44,138,03.02.22,66%,21%,0%,0%
809,JID,,"1,531,738,714","663,633,279",52,0,4,27,51,24.03.22,98%,52%,8%,0%
810,Junior H,,"1,521,935,292","225,505,141",100,0,4,31,90,27.03.22,90%,31%,4%,0%
811,Selena,,"1,517,058,313","2,447,052",134,0,6,23,88,31.03.22,66%,17%,4%,0%
812,Juicy J,,"1,516,124,067","3,596,085,282",438,0,2,32,104,15.03.22,24%,7%,0%,0%
813,Chase Atlantic,,"1,514,384,881","8,759,864",71,0,3,37,69,11.02.22,97%,52%,4%,0%
814,Tina Turner,,"1,513,978,176","118,924,044",253,0,5,16,77,08.04.22,30%,6%,2%,0%
815,Kiiara,,"1,512,596,357","280,284,880",73,0,3,19,35,28.03.22,48%,26%,4%,0%
816,Tom Walker,,"1,511,033,109","96,049,001",87,0,3,22,57,11.03.22,66%,25%,3%,0%
817,Beastie Boys,,"1,508,487,605",674,307,0,4,21,162,08.03.22,53%,7%,1%,0%
818,Felipe Araújo,,"1,507,060,178","144,991,670",97,0,5,18,64,03.09.21,66%,19%,5%,0%
819,Tears For Fears,,"1,504,287,492","2,390,954",216,0,2,11,60,14.03.22,28%,5%,1%,0%
820,Mother Mother,,"1,500,373,798",82,139,0,5,17,96,07.04.22,69%,12%,4%,0%
821,Wolfgang Amadeus Mozart,,"1,499,926,731","4,517,918",12.276,0,0,15,216,10.12.21,1760%,122%,0%,0%
822,Yusuf / Cat Stevens,,"1,499,356,330","16,380,259",277,0,3,18,62,24.12.21,22%,6%,1%,0%
823,Brad Paisley,,"1,497,397,443","65,060,430",233,0,1,37,130,13.02.22,56%,16%,0%,0%
824,Ice Cube,,"1,494,097,969","176,529,482",265,0,3,20,145,28.01.21,55%,8%,1%,0%
825,Sofía Reyes,,"1,494,024,710","190,626,412",57,0,3,19,40,07.04.22,70%,33%,5%,0%
826,Tracy Chapman,,"1,492,458,440","81,015,248",102,0,4,14,88,27.03.22,86%,14%,4%,0%
827,Neil Young,,"1,492,248,289","17,581,131",856,0,3,22,131,02.09.21,15%,3%,0%,0%
828,Cyndi Lauper,,"1,490,928,251","6,688,996",219,0,3,8,33,24.03.22,15%,4%,1%,0%
829,Kevin Roldan,,"1,489,016,332","399,120,073",126,0,2,29,89,11.06.21,71%,23%,2%,0%
830,Olivia O'Brien,,"1,488,714,543","1,409,882,112",53,0,3,21,42,07.04.22,79%,40%,6%,0%
831,Mary J. Blige,,"1,486,297,443","1,993,446,400",370,0,2,26,145,10.04.22,39%,7%,1%,0%
832,Dominic Fike,,"1,481,646,219","122,848,899",29,0,2,20,29,09.04.22,100%,69%,7%,0%
833,Deftones,,"1,477,162,208",145,140,0,2,36,120,25.03.22,86%,26%,1%,0%
834,CRO,,"1,475,265,559","154,703,547",147,0,1,36,118,15.01.22,80%,24%,1%,0%
835,NCT 127,,"1,471,771,588","44,047,951",126,0,1,42,98,11.04.22,78%,33%,1%,0%
836,Oh Wonder,,"1,469,634,733","648,105,775",70,0,5,31,61,09.04.22,87%,44%,7%,0%
837,Mr. Probz,,"1,468,101,115","226,905,910",37,0,3,11,31,15.03.22,84%,30%,8%,0%
838,will.i.am,,"1,464,072,652","1,916,862,436",99,0,4,14,43,30.12.21,43%,14%,4%,0%
839,Ramin Djawadi,,"1,463,572,669",487,945,0,1,28,252,01.01.22,27%,3%,0%,0%
840,Lenny Kravitz,,"1,461,193,821","55,645,523",268,0,4,20,97,17.03.22,36%,7%,1%,0%
841,Yellow Claw,,"1,460,222,344","76,991,831",238,0,2,30,115,09.07.21,48%,13%,1%,0%
842,Lupe Fiasco,,"1,459,814,615","242,316,306",171,0,4,20,120,25.02.22,70%,12%,2%,0%
843,Brett Young,,"1,453,837,366","16,061,104",60,0,4,19,43,11.02.22,72%,32%,7%,0%
844,The Score,,"1,452,206,125","1,605,667",65,0,4,27,63,10.04.22,97%,42%,6%,0%
845,Ferrugem,,"1,451,970,050","261,221,335",150,0,1,33,111,04.12.21,74%,22%,1%,0%
846,Wallows,,"1,450,279,365","2,582,488",50,0,4,27,44,08.04.22,88%,54%,8%,0%
847,Blur,,"1,446,872,555",18,356,0,2,19,90,25.03.22,25%,5%,1%,0%
848,Matuê,,"1,446,021,815","218,393,746",33,0,3,27,32,03.04.22,97%,82%,9%,0%
849,Audioslave,,"1,442,387,593",0,59,0,5,16,47,17.02.22,80%,27%,8%,0%
850,Río Roma,,"1,442,347,614","110,842,320",103,0,4,31,84,03.04.22,82%,30%,4%,0%
851,KALEO,,"1,440,760,955",27,27,0,3,19,25,27.12.21,93%,70%,11%,0%
852,Cash Cash,,"1,439,917,088","113,946,718",163,0,3,26,68,23.02.22,42%,16%,2%,0%
853,Jowell & Randy,,"1,437,376,703","749,282,863",171,0,3,23,88,22.11.21,51%,13%,2%,0%
854,deadmau5,,"1,435,327,412","29,378,066",287,0,1,29,181,02.03.22,63%,10%,0%,0%
855,Granular,,"1,434,614,692",0,432,0,2,19,69,05.03.21,16%,4%,0%,0%
856,ZZ Top,,"1,434,520,039",0,266,0,3,15,96,04.03.22,36%,6%,1%,0%
857,Pineapple StormTv,,"1,433,855,785","132,014,674",213,0,3,26,100,17.01.22,47%,12%,1%,0%
858,Lil Kleine,,"1,432,418,175","324,579,766",119,0,0,41,98,08.02.22,82%,34%,0%,0%
859,Will Smith,,"1,430,069,964","31,667,017",89,0,6,15,45,08.03.22,51%,17%,7%,0%
860,Petit Biscuit,,"1,428,912,933","21,385,724",86,0,1,23,57,24.03.22,66%,27%,1%,0%
861,Alex Rose,,"1,427,992,828","417,963,769",61,0,3,24,56,07.07.21,92%,39%,5%,0%
862,Natiruts,,"1,426,946,674","20,056,205",216,0,1,36,156,19.03.22,72%,17%,0%,0%
863,Skepta,,"1,426,619,159","1,358,721,431",147,0,1,36,107,02.03.22,73%,24%,1%,0%
864,Julieta Venegas,,"1,425,752,323","611,581,642",149,0,5,16,85,07.04.22,57%,11%,3%,0%
865,DJ Luian,,"1,425,231,812","1,986,428,348",52,0,4,15,41,22.02.21,79%,29%,8%,0%
866,Giveon,,"1,423,652,277","1,561,901,475",18,0,3,18,18,27.03.22,100%,100%,17%,0%
867,Joaquín Sabina,,"1,422,454,877","118,190,502",345,0,0,38,215,23.01.22,62%,11%,0%,0%
868,DENNIS,,"1,419,916,276","117,580,197",305,0,4,30,120,20.06.21,39%,10%,1%,0%
869,Natalia Lafourcade,,"1,418,040,225","781,127,916",174,0,3,28,113,11.11.21,65%,16%,2%,0%
870,Mc Don Juan,,"1,417,882,287","204,494,755",150,0,4,34,85,25.01.22,57%,23%,3%,0%
871,Toby Keith,,"1,414,744,380","20,102,622",302,0,4,22,89,28.03.22,29%,7%,1%,0%
872,Timbaland,,"1,414,077,091","1,982,606,596",162,0,4,14,61,01.04.22,38%,9%,2%,0%
873,Tech N9ne,,"1,413,659,255","538,028,931",451,0,0,27,219,08.10.21,49%,6%,0%,0%
874,Gustavo Cerati,,"1,412,796,197","187,387,067",161,0,3,34,108,29.03.22,67%,21%,2%,0%
875,Cher,,"1,411,271,803","13,251,847",398,0,2,19,67,10.04.22,17%,5%,1%,0%
876,Dadju,,"1,410,865,141","438,271,734",93,0,1,36,90,18.02.22,97%,39%,1%,0%
877,Mambo Kingz,,"1,409,982,433","1,796,968,260",36,0,5,11,14,26.02.21,39%,31%,14%,0%
878,Baby Lullaby Academy,,"1,409,215,562","30,122,083",2.087,0,0,52,164,22.09.21,7858%,2492%,0%,0%
879,Nicki Nicole,,"1,409,152,229","355,380,824",40,0,3,27,39,03.04.22,98%,68%,8%,0%
880,AURORA,,"1,408,851,287","360,467,474",98,0,1,31,75,10.04.22,77%,32%,1%,0%
881,Tori Kelly,,"1,407,405,192","506,153,877",99,0,3,25,82,31.03.22,83%,25%,3%,0%
882,BØRNS,,"1,406,826,101","17,219,722",44,0,3,19,40,17.01.22,91%,43%,7%,0%
883,Spice Girls,,"1,406,395,669",657,106,0,3,11,38,09.04.22,36%,10%,3%,0%
884,TLC,,"1,403,055,555","219,483,244",173,0,3,9,50,01.04.22,29%,5%,2%,0%
885,Tungevaag,,"1,400,559,149","3,724,601",76,0,4,26,49,13.01.22,64%,34%,5%,0%
886,Sasha Alex Sloan,,"1,399,592,413","332,017,725",41,0,3,29,40,19.02.22,98%,71%,7%,0%
887,The Goo Goo Dolls,,"1,396,855,854",280,248,0,2,13,69,23.03.21,28%,5%,1%,0%
888,Kris Kross Amsterdam,,"1,394,452,332","10,578,924",42,0,2,13,25,06.12.21,60%,31%,5%,0%
889,Jay Chou,,"1,394,403,171","20,862,440",297,0,0,45,162,02.04.21,55%,15%,0%,0%
890,Pink Sweat$,,"1,394,011,678","49,857,313",57,0,2,25,48,19.03.22,84%,44%,4%,0%
891,Vince Staples,,"1,391,883,412","544,239,428",83,0,2,27,78,25.02.22,94%,33%,2%,0%
892,La Adictiva Banda San José de Mesillas,,"1,390,733,819","37,897,054",118,0,4,24,61,12.12.21,52%,20%,3%,0%
893,Lykke Li,,"1,388,396,018","70,345,110",96,0,3,26,69,08.02.22,72%,27%,3%,0%
894,Bruno Martini,,"1,388,281,030","22,132,950",100,0,3,16,38,09.03.22,38%,16%,3%,0%
895,Alina Baraz,,"1,387,776,431","27,621,680",76,0,3,26,67,20.01.22,88%,34%,4%,0%
896,Maggie Lindemann,,"1,385,564,835","2,778,318",26,0,2,14,26,24.03.22,100%,54%,8%,0%
897,Jack & Jack,,"1,383,240,105","44,970,275",43,0,2,15,41,15.03.22,95%,35%,5%,0%
898,Lauren Daigle,,"1,382,314,910","135,808,339",67,0,1,33,64,02.02.22,96%,49%,1%,0%
899,Falling In Reverse,,"1,378,263,958",0,64,0,2,36,63,05.03.22,98%,56%,3%,0%
900,Melim,,"1,371,553,776","57,466,342",87,0,2,31,66,09.04.22,76%,36%,2%,0%
901,Dread Mar I,,"1,370,017,836","33,541,844",159,0,2,23,125,16.03.22,79%,14%,1%,0%
902,YUNGBLUD,,"1,367,258,954","366,326,991",77,0,2,32,60,17.10.21,78%,42%,3%,0%
903,Tyler Childers,,"1,364,738,618","25,911,814",61,0,2,34,57,11.04.22,93%,56%,3%,0%
904,The All-American Rejects,,"1,362,771,772",0,86,0,4,8,61,09.04.22,71%,9%,5%,0%
905,Evaluna Montaner,,"1,362,260,325","122,724,529",46,0,4,6,24,31.03.22,52%,13%,9%,0%
906,Pabllo Vittar,,"1,361,368,705","292,571,276",121,0,2,33,69,11.03.22,57%,27%,2%,0%
907,Alvaro Soler,,"1,360,944,048","30,727,530",91,0,2,16,61,01.01.22,67%,18%,2%,0%
908,Supertramp,,"1,360,636,172",34,119,0,4,18,84,07.04.22,71%,15%,3%,0%
909,Salmo,,"1,359,189,476","566,995,386",149,0,1,30,93,02.02.22,62%,20%,1%,0%
910,Willie Nelson,,"1,357,834,751","211,167,459",1.494,0,3,21,128,02.09.21,8568%,1406%,201%,0%
911,Bunbury,,"1,356,230,450","173,182,634",412,0,1,23,187,23.03.22,45%,6%,0%,0%
912,Juan Luis Guerra 4.40,,"1,355,215,104","686,514,166",197,0,1,32,111,07.01.22,56%,16%,1%,0%
913,Gavin James,,"1,353,919,817","52,147,623",105,0,3,26,80,19.02.21,76%,25%,3%,0%
914,Beck,,"1,350,207,114","87,204,764",292,0,1,27,140,01.04.22,48%,9%,0%,0%
915,Duke Dumont,,"1,349,058,745","24,095,278",121,0,2,15,51,07.04.22,42%,12%,2%,0%
916,Counting Crows,,"1,348,728,127","4,264,748",192,0,3,12,71,02.03.22,37%,6%,2%,0%
917,Emeli Sandé,,"1,347,050,273","646,851,837",155,0,4,18,81,25.02.22,52%,12%,3%,0%
918,Icona Pop,,"1,344,938,238","196,870,148",119,0,3,18,62,27.03.22,52%,15%,3%,0%
919,Burna Boy,,"1,342,167,403","1,378,862,686",157,0,3,35,86,09.04.22,55%,22%,2%,0%
920,MC Kevin o Chris,,"1,342,119,180","323,281,970",183,0,4,27,97,11.03.22,53%,15%,2%,0%
921,Foreigner,,"1,337,514,934",312,294,0,4,12,58,03.04.22,20%,4%,1%,0%
922,Pixies,,"1,336,570,435",172,842,0,3,16,97,09.03.22,12%,2%,0%,0%
923,Simone & Simaria,,"1,336,133,153","222,160,465",117,0,4,21,79,10.04.22,68%,18%,3%,0%
924,Gloria Trevi,,"1,335,906,748","154,025,119",273,0,1,29,125,10.04.22,46%,11%,0%,0%
925,The Temptations,,"1,334,060,024","65,509,395",716,0,3,12,55,16.03.22,8%,2%,0%,0%
926,Talking Heads,,"1,333,809,154",0,184,0,3,18,104,14.03.22,57%,10%,2%,0%
927,Gotye,,"1,333,444,133","9,383,253",46,1,1,9,24,28.03.22,52%,20%,2%,2%
928,The Head And The Heart,,"1,332,727,170",0,77,0,3,21,66,18.12.21,86%,27%,4%,0%
929,Cristian Castro,,"1,330,843,167","154,905,356",235,0,2,24,108,08.04.22,46%,10%,1%,0%
930,Jeezy,,"1,327,116,650","1,246,803,557",599,0,1,26,179,29.08.21,30%,4%,0%,0%
931,Hombres G,,"1,326,434,587","60,413,806",275,0,3,16,113,26.03.22,41%,6%,1%,0%
932,Capo Plaza,,"1,324,581,130","641,932,876",67,0,1,37,60,18.12.21,90%,55%,1%,0%
933,Marracash,,"1,324,081,204","472,296,792",166,0,0,41,115,07.04.22,69%,25%,0%,0%
934,ZHU,,"1,323,872,029","48,629,702",110,0,2,31,82,27.12.21,75%,28%,2%,0%
935,Ruel,,"1,321,436,126","30,494,307",44,0,3,21,34,29.03.22,77%,48%,7%,0%
936,Jacquees,,"1,320,891,353","270,700,370",118,0,2,20,98,20.02.22,83%,17%,2%,0%
937,Salaam Remi,,"1,319,591,086","332,136,238",180,1,1,2,12,21.02.22,7%,1%,1%,1%
938,Gustavo Mioto,,"1,317,266,450","68,520,551",89,0,4,26,65,04.12.21,73%,29%,4%,0%
939,SCH,,"1,316,421,287","601,521,378",111,0,0,43,111,09.04.22,100%,39%,0%,0%
940,Lil Xan,,"1,315,933,907","15,365,065",76,0,3,17,57,23.11.21,75%,22%,4%,0%
941,Diego & Victor Hugo,,"1,312,088,436","14,647,082",119,0,5,19,79,24.01.22,66%,16%,4%,0%
942,Thiaguinho,,"1,311,765,041","166,121,439",248,0,0,43,179,04.12.21,72%,17%,0%,0%
943,Alanis Morissette,,"1,311,751,985",250,297,0,3,18,103,10.04.22,35%,6%,1%,0%
944,Trueno,,"1,309,622,974","77,094,057",43,0,5,21,32,01.04.22,74%,49%,12%,0%
945,Café Tacvba,,"1,307,673,880","137,656,418",178,0,2,22,132,04.03.22,74%,12%,1%,0%
946,Canserbero,,"1,304,952,895","14,546,833",88,0,3,33,85,01.04.22,97%,38%,3%,0%
947,Zendaya,,"1,303,626,161","707,868,872",42,0,3,9,30,17.03.22,71%,21%,7%,0%
948,Dustin Lynch,,"1,301,729,540","9,586,080",82,0,4,15,64,09.03.22,78%,18%,5%,0%
949,Megadeth,,"1,300,326,330",0,421,0,1,20,183,20.03.22,43%,5%,0%,0%
950,Beach House,,"1,297,919,931",0,106,0,1,25,95,19.03.22,90%,24%,1%,0%
951,Frenna,,"1,296,836,025","333,520,099",146,0,0,40,110,08.03.22,75%,27%,0%,0%
952,Sam Cooke,,"1,294,399,239",412,360,0,3,12,75,01.04.22,21%,3%,1%,0%
953,MF DOOM,,"1,294,381,064","91,061,554",423,0,0,27,164,24.03.22,39%,6%,0%,0%
954,Silk Sonic,,"1,294,272,147","26,970,396",11,0,3,11,11,02.04.22,100%,100%,27%,0%
955,A Tribe Called Quest,,"1,292,267,300","2,704,021",180,0,2,32,108,28.02.22,60%,18%,1%,0%
956,Pantera,,"1,289,470,425",18,169,0,3,20,90,11.04.22,53%,12%,2%,0%
957,Baby Keem,,"1,289,309,023","12,398,272",51,0,2,24,47,07.04.22,92%,47%,4%,0%
958,Laura Pausini,,"1,289,271,047","280,106,077",445,0,0,24,170,09.04.22,38%,5%,0%,0%
959,Missy Elliott,,"1,288,508,995","1,254,676,041",137,0,4,20,61,03.04.22,45%,15%,3%,0%
960,Brantley Gilbert,,"1,288,253,176","100,016,251",112,0,2,30,82,03.09.21,73%,27%,2%,0%
961,Johann Sebastian Bach,,"1,285,784,532",998,13.624,0,0,13,172,10.12.21,1262%,95%,0%,0%
962,Craig David,,"1,285,531,665","86,003,396",166,0,1,21,88,05.03.22,53%,13%,1%,0%
963,Snakehips,,"1,284,895,360","87,512,393",64,0,3,17,45,27.02.21,70%,27%,5%,0%
964,(G)I-DLE,,"1,283,249,326",0,67,0,4,15,51,11.04.22,76%,22%,6%,0%
965,Eurythmics,,"1,283,233,746","11,691,902",211,0,1,11,40,02.04.22,19%,5%,0%,0%
966,Brett Eldredge,,"1,281,453,333",0,94,0,3,17,70,22.03.22,74%,18%,3%,0%
967,Grouplove,,"1,280,951,574","4,284,177",111,0,2,15,67,27.12.21,60%,14%,2%,0%
968,Ben&Ben,,"1,280,627,960","16,188,285",54,0,3,27,49,11.04.22,91%,50%,6%,0%
969,Aleman,,"1,280,180,980","354,566,050",147,0,2,28,125,24.02.22,85%,19%,1%,0%
970,Andrea Bocelli,,"1,278,707,389","54,470,325",484,0,2,25,160,27.11.21,33%,5%,0%,0%
971,Kelsea Ballerini,,"1,277,844,131","586,466,804",75,0,1,24,59,08.04.22,79%,32%,1%,0%
972,AWOLNATION,,"1,277,027,784","30,808,417",116,0,1,19,69,27.12.21,59%,16%,1%,0%
973,Ultimo,,"1,273,737,245","74,148,967",69,0,0,34,62,10.04.22,90%,49%,0%,0%
974,Benjamin Blümchen,,"1,270,296,618","2,187,805",5.668,0,0,2,41,09.10.21,723%,35%,0%,0%
975,M.I.A.,,"1,269,709,772","175,946,622",116,0,3,11,75,29.03.22,65%,9%,3%,0%
976,RÜFÜS DU SOL,,"1,268,839,482","10,488,101",138,0,2,29,88,08.03.22,64%,21%,1%,0%
977,Gemitaiz,,"1,266,288,238","593,315,810",160,0,0,34,122,18.12.21,76%,21%,0%,0%
978,Gzuz,,"1,264,863,622","1,449,473,167",95,0,0,36,93,11.03.22,98%,38%,0%,0%
979,Tinie Tempah,,"1,264,492,695","429,042,133",127,0,3,21,63,03.09.21,50%,17%,2%,0%
980,RIN,,"1,261,808,825","59,894,250",78,0,1,31,72,20.01.22,92%,40%,1%,0%
981,Dave Matthews Band,,"1,261,101,094","13,501,161",1.18,0,1,23,159,02.04.22,13475%,1949%,85%,0%
982,Death Cab for Cutie,,"1,261,046,105","32,185,522",220,0,1,29,119,26.03.22,54%,13%,0%,0%
983,Los Enanitos Verdes,,"1,260,653,189","5,203,278",180,0,3,17,85,02.12.21,47%,9%,2%,0%
984,Empire of the Sun,,"1,260,338,910","152,059,781",107,0,3,11,52,12.12.21,49%,10%,3%,0%
985,Lil Jon,,"1,259,193,098","1,536,589,891",142,0,3,15,49,02.09.21,35%,11%,2%,0%
986,Leonard Cohen,,"1,258,300,413","3,028,606",390,0,0,31,182,05.03.22,47%,8%,0%,0%
987,Official HIGE DANdism,,"1,250,056,716",90,128,0,4,21,64,17.01.22,50%,16%,3%,0%
988,Night Lovell,,"1,246,298,320","56,029,888",69,0,2,28,69,24.03.22,100%,41%,3%,0%
989,Ashnikko,,"1,246,235,045","28,694,348",40,0,3,20,33,03.04.22,83%,50%,8%,0%
990,Shoreline Mafia,,"1,241,175,591","153,028,794",74,0,3,28,72,09.04.22,97%,38%,4%,0%
991,ONE OK ROCK,,"1,240,194,759","2,650,929",116,0,0,39,107,17.01.22,92%,34%,0%,0%
992,Los Bukis,,"1,238,840,274","6,645,445",245,0,0,43,100,24.09.21,41%,18%,0%,0%
993,The Kinks,,"1,238,279,649",0,688,0,4,13,76,07.04.22,11%,2%,1%,0%
994,Foals,,"1,238,093,216","1,315,605",164,0,2,31,77,15.12.21,47%,19%,1%,0%
995,Kina,,"1,237,030,469","2,962,492",31,0,2,9,21,29.05.21,68%,29%,6%,0%
996,Upchurch,,"1,233,720,207","136,998,161",225,0,0,29,177,03.03.22,79%,13%,0%,0%
997,Hungria Hip Hop,,"1,233,176,813","69,096,039",63,0,1,37,59,04.12.21,94%,59%,2%,0%
998,Chicago,,"1,232,497,152",5,725,0,4,11,56,22.03.22,8%,2%,1%,0%
999,Riton,,"1,231,385,490","21,351,886",118,0,3,8,24,01.03.22,20%,7%,3%,0%
1000,BIGBANG,,"1,231,303,296",1,381,0,2,23,60,09.04.22,16%,6%,1%,0%
